date,weekday,employees,vacation,business_trip,overtime,work_from_home,조식메뉴,menu,석식메뉴,actual_diners,dinner_diners,available_population,participation_rate,temp_mean,temp_max,temp_min,precipitation,humidity,rain,included
2018-02-20,화,2707.0,82.0,231.0,521.0,0.0,모닝롤/토마토샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 민물새우찌개  단배추나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  짬뽕불고기  늙은호박전  청경채사과무침  알타리김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  닭오븐구이  딸기드레싱샐러드  해초무침  포기김치 (김치:국내산) ,1105.0,609.0,2394.0,0.4615705931495405,,,,,37.625,,False
2018-02-21,수,2707.0,74.0,243.0,0.0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 꽃게탕  감자채볶음  포기김치 (김치:국내산) ,카레덮밥 (쌀:국내산) 맑은국  고구마치즈구이  파스타샐러드  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  고등어자반찜  궁중떡볶음  무쌈말이  포기김치 (김치:국내산) ,1087.0,522.0,2390.0,0.45481171548117155,,,,,41.79166666666666,,False
2018-02-22,목,2707.0,82.0,277.0,400.0,0.0,모닝롤/식빵피자  우유/주스 스크램블에그 녹두죽/쌀밥 (쌀:국내산) 느타리버섯국  우엉조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  마늘치킨  모둠묵*양념장  미역줄기볶음  포기김치 (김치:국내산) ,볶음밥(김밥재료) (쌀:국내산) 김치우동  오징어튀김  또띠아견과칩  바나나/오복지  포기김치 (김치:국내산) ,988.0,578.0,2348.0,0.42078364565587734,3.5291666666666663,6.6,-2.8,,20.375,,True
2018-02-23,금,2707.0,161.0,304.0,69.0,0.0,모닝롤/팥호빵  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 호박젓국찌개  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  등갈비김치찜  맛살냉채  쫑상추무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  돈육장조림  부추호박전  무생채  포기김치 (김치:국내산) ,651.0,522.0,2242.0,0.2903657448706512,0.3625,8.5,-7.6,,37.0,,True
2018-02-26,월,2707.0,105.0,231.0,491.0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 쑥국  애호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  소고기숙주볶음  새송이버섯전  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭매운찜  두부스테이크  아삭고추무침  알타리김치 (김치:국내산) ,1192.0,585.0,2371.0,0.5027414592998735,6.320833333333333,12.7,1.0,,61.54166666666666,,True
2018-02-27,화,2707.0,81.0,263.0,332.0,0.0,모닝롤/바나나샌드  우유/주스 스크램블에그 땅콩죽/쌀밥 (쌀:국내산) 올챙이만두국  브로컬리들깨찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  돼지갈비찜  마늘쫑볶음  곰피초장  포기김치 (김치:국내산) ,짜장잡채덮밥 (쌀:국내산) 계란국  연근/고구마튀김  씨리얼과일샐러드  쨔샤이무침/음료  포기김치 (김치:국내산) ,934.0,438.0,2363.0,0.3952602623783326,,,,,51.91666666666666,,False
2018-02-28,수,2707.0,134.0,278.0,0.0,0.0,모닝롤/메론롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 바지락국  시금치나물  포기김치 (김치:국내산) ,곤드레밥*강된장 (쌀:국내산) 어묵국  치킨핑거*요거트소스  도토리묵무침  콩조림  배추겉절이 (김치:국내산) ,    *        ,786.0,0.0,2295.0,0.34248366013071896,5.366666666666667,15.0,-3.0,,61.79166666666666,,True
2018-03-02,금,2714.0,840.0,206.0,57.0,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 팥죽/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/오곡밥 (쌀:국내산) 차돌박이된장찌개  조기구이  오징어숙회무침  보름나물/구이김  부럼/포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  돈육굴소스볶음  들깨버섯무침  오이도라지생채  깍두기 (김치:국내산) ,508.0,349.0,1668.0,0.30455635491606714,6.141666666666667,10.5,1.3,,42.5,1.0,True
2018-03-05,월,2714.0,92.0,211.0,593.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  소고기장조림  해파리냉채  청경채생채  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈육고추장볶음  단호박달걀찜  모듬쌈  포기김치 (김치:국내산) ,1355.0,687.0,2411.0,0.5620074657818332,9.016666666666666,13.2,4.3,,85.125,1.0,True
2018-03-06,화,2714.0,54.0,242.0,547.0,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 닭죽/쌀밥 (쌀:국내산) 선지해장국  쑥갓두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  닭강정  해물파전  단배추나물/치킨무  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 잔치국수  해물떡볶이  김말이튀김  매실주스  포기김치 (김치:국내산) ,1020.0,671.0,2418.0,0.4218362282878412,7.554166666666667,11.2,4.7,,83.83333333333333,1.0,True
2018-03-07,수,2714.0,41.0,238.0,0.0,0.0,모닝롤/초코핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 고추장찌개  크렌베리멸치볶음  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 가쯔오국  삼치구이  떡잡채  얼갈이나물  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  삼겹살구이  쫄면무침  봄동겉절이  포기김치 (김치:국내산) ,1057.0,600.0,2435.0,0.43408624229979464,6.0375000000000005,12.7,-0.2,,58.04166666666666,,True
2018-03-08,목,2714.0,38.0,268.0,406.0,0.0,모닝롤/고구마샌드  우유/주스 스크램블에그 단호박죽/쌀밥 (쌀:국내산) 무채국  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 홍합탕  오리불고기  탕평채  간장깻잎지  포기김치 (김치:국내산) ,산채비빔밥 (쌀:국내산) 유부장국  수제고로케  꽃맛살샐러드  오복지무침  포기김치 (김치:국내산) ,973.0,553.0,2408.0,0.40406976744186046,4.616666666666667,8.0,0.9,,68.75,1.0,True
2018-03-09,금,2714.0,123.0,294.0,77.0,0.0,모닝롤/크로와상  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 오징어국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미볶음  두부새싹구이  참나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/방울토마토  깍두기 (김치:국내산) ,716.0,580.0,2297.0,0.31171092729647365,4.6625000000000005,7.9,2.5,,78.375,1.0,True
2018-03-12,월,2714.0,69.0,217.0,591.0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  브로컬리초장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  버섯불고기  시금치프리타타  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  비엔나볶음  치커리사과무침  포기김치 (김치:국내산) ,1361.0,663.0,2428.0,0.5605436573311368,,,,,60.958333333333336,,False
2018-03-13,화,2714.0,39.0,249.0,556.0,0.0,모닝롤/베이글  우유/주스 스크램블에그 야채죽/쌀밥 (쌀:국내산) 황태국  느타리호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  미트볼케찹조림  우엉잡채  가지나물  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 어묵우동  쇠고기퀘사디아  감자만두  단무지무침  깍두기 (김치:국내산) ,997.0,639.0,2426.0,0.41096455070074195,7.2,16.2,-1.7,,66.20833333333333,,True
2018-03-14,수,2714.0,56.0,245.0,0.0,0.0,모닝롤/단호박샌드  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이미역국  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  탕수어  두부*김치볶음  시래기지짐  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  유자청돈육볶음  옥수수전  무생채  포기김치 (김치:국내산) ,948.0,464.0,2413.0,0.3928719436386241,9.75,19.0,0.8,,71.33333333333333,,True
2018-03-15,목,2714.0,47.0,270.0,359.0,0.0,모닝롤/단팥빵  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 근대국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태탕  닭데리야끼조림  어묵볶음  숙주나물  포기김치 (김치:국내산) ,작은밥 (쌀:국내산) 바지락수제비  사천식탕수육  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,975.0,489.0,2397.0,0.4067584480600751,13.416666666666666,20.7,5.5,,71.75,,True
2018-03-16,금,2714.0,135.0,302.0,75.0,0.0,모닝롤/참치샌드  우유/주스 계란후라이 단호박죽/쌀밥 (쌀:국내산) 김치콩나물국  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  오징어볶음  동그랑땡전  세발나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭갈비  연두부*양념장  호박채나물  포기김치 (김치:국내산) ,707.0,487.0,2277.0,0.31049626701800614,14.0375,16.1,10.7,,91.0,1.0,True
2018-03-19,월,2714.0,80.0,224.0,503.0,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  두부조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돈육간장볶음  골뱅이무침*소면  무나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  고등어구이  닭가슴살냉채  오이사과무침  포기김치 (김치:국내산) ,1159.0,559.0,2410.0,0.48091286307053943,6.079166666666667,11.5,0.3,,82.83333333333333,1.0,True
2018-03-20,화,2714.0,46.0,246.0,445.0,0.0,모닝롤/야채샌드  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 꽃게탕  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  해물누룽지탕  고기전  견과류조림  포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  모둠튀김*칠리소스  멕시칸샐러드  음료  알타리김치 (김치:국내산) ,1040.0,571.0,2422.0,0.42939719240297275,9.325,11.9,5.9,,90.83333333333331,1.0,True
2018-03-21,수,2714.0,45.0,263.0,0.0,0.0,모닝롤/모카카스테라  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 대구찌개  도라지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭볶음탕  도토리묵무침  양배추쌈*쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  돈육장조림  김치녹두전  쫑상추무침  포기김치 (김치:국내산) ,1092.0,482.0,2406.0,0.4538653366583541,5.904166666666666,9.7,1.6,,54.54166666666666,1.0,True
2018-03-22,목,2714.0,56.0,290.0,327.0,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 양송이죽/쌀밥 (쌀:국내산) 아욱국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  코다리강정  계란말이  청경채나물  깍두기 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  웨지감자  옥수수샐러드  오렌지  포기김치 (김치:국내산) ,899.0,492.0,2368.0,0.3796452702702703,1.7958333333333332,3.3,0.2,,81.83333333333333,1.0,True
2018-03-23,금,2714.0,174.0,307.0,51.0,0.0,모닝롤/고구마파이  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 고추장찌개  검정콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  수제돈까스  메추리알곤약조림  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 버섯매운국  새우까스*탈탈소스  마파두부  풋마늘대무침  포기김치 (김치:국내산) ,759.0,454.0,2233.0,0.3399014778325123,5.945833333333333,13.4,1.0,,61.333333333333336,,True
2018-03-26,월,2714.0,125.0,226.0,448.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 민물새우찌개  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개 (쇠고기:호주산) 닭갈비 (닭:국내산) 새송이버섯조림  치커리사과무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  소고기숙주볶음  가자미양념조림  머위대나물  포기김치 (김치:국내산) ,1276.0,604.0,2363.0,0.5399915361828185,10.691666666666668,20.0,1.8,,62.5,,True
2018-03-27,화,2714.0,52.0,258.0,408.0,0.0,모닝롤/고구마샌드  우유/주스 스크램블에그 닭죽/쌀밥 (쌀:국내산) 무채국  문어꽈리초조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  등갈비김치찜  부추전  흑임자연근샐러드  알타리김치 (김치:국내산) ,김밥 (쌀:국내산) 나가사끼짬뽕  후르츠탕수육(황도)  단무지  요플레  포기김치 (김치:국내산) ,1005.0,599.0,2404.0,0.4180532445923461,11.4375,21.3,1.7,,59.333333333333336,,True
2018-03-28,수,2714.0,45.0,252.0,0.0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡국  시금치나물  포기김치 (김치:국내산) ,단호박카레라이스 (쌀:국내산) 유부장국  유린기  볼어묵볶음  오복지  포기김치 (김치:국내산) ,      *      ,926.0,0.0,2417.0,0.38311956971452216,12.170833333333333,21.2,2.5,,58.91666666666666,,True
2018-03-29,목,2714.0,51.0,273.0,302.0,0.0,모닝롤/인절미토스트  우유/주스 스크램블에그 김치죽/쌀밥 (쌀:국내산) 냉이된장국  멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼큰소고기국  고추잡채*꽃빵  계란찜  숙주나물  포기김치 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  봄나물튀김  해물볶음우동  바나나/락교  포기김치 (김치:국내산) ,936.0,523.0,2390.0,0.3916317991631799,13.15,22.4,3.8,,61.333333333333336,,True
2018-03-30,금,2714.0,196.0,296.0,43.0,0.0,모닝롤/고구마파이  우유/주스 계란후라이 견과류죽/쌀밥 (쌀:국내산) 오징어국  청포묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  미니함박조림  취나물무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  돼지갈비찜  감자전  미역초무침  포기김치 (김치:국내산) ,616.0,466.0,2222.0,0.27722772277227725,14.058333333333332,23.6,6.6,,66.5,,True
2018-04-02,월,2714.0,83.0,224.0,481.0,0.0,모닝롤/베이글  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 미역국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  소고기낙지볶음  비엔나간장볶음  아삭고추무침  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (닭고기:국내산) 꽁치오븐구이 (동태포:러시아산) 모둠버섯초무침  고구마순나물  포기김치 (김치:국내산) ,1212.0,586.0,2407.0,0.5035313668466971,14.366666666666667,21.7,7.0,,65.29166666666667,,True
2018-04-03,화,2714.0,56.0,266.0,438.0,0.0,모닝롤/햄치즈샌드  우유/주스 스크램블에그 해물죽/쌀밥 (쌀:국내산) 콩가루배추국  감자채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태매운탕  언양식불고기  잡채  쑥갓두부무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 잔치국수  훈제오리냉채  멕시칸샐러드  꼬들단무지  포기김치 (김치:국내산) ,800.0,486.0,2392.0,0.33444816053511706,16.258333333333336,22.8,9.7,,74.54166666666667,,True
2018-04-04,수,2714.0,64.0,267.0,0.0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치콩나물국  모둠묵*장  포기김치 (김치:국내산) ,곤드레밥*강된장 (쌀:국내산) 가쯔오장국  닭오븐구이  오징어숙회무침  시저샐러드  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  동파삼겹수육  실곤약흑임자무침  방풍나물  포기김치 (김치:국내산) ,903.0,519.0,2383.0,0.3789341166596727,17.420833333333334,23.2,12.5,,76.20833333333333,,True
2018-04-05,목,2714.0,69.0,285.0,378.0,0.0,모닝롤/바나나샌드  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 선지해장국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쑥된장국  류산슬  오꼬노미야끼계란말이  오이도라지생채  포기김치 (김치:국내산) ,볶음밥&짜장소스 (쌀:국내산) 꼬지어묵탕  케이준치킨샐러드  단무지무침   딸기와플  포기김치 (김치:국내산) ,849.0,569.0,2360.0,0.3597457627118644,14.558333333333335,18.4,9.1,,85.79166666666667,1.0,True
2018-04-06,금,2714.0,220.0,295.0,49.0,0.0,모닝롤/사과파이  우유/주스 계란후라이 참치야채죽/쌀밥 (쌀:국내산) 황태국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 수제비국  양념치킨  연두부*달래장  진미채무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  동태포전  꽃맛살볶음  콩나물무침/음료  포기김치 (김치:국내산) ,741.0,394.0,2199.0,0.3369713506139154,8.8375,9.7,8.1,,88.54166666666667,1.0,True
2018-04-09,월,2714.0,118.0,221.0,523.0,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시금치된장국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  제육볶음  해파리냉채  모듬쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기매운국  굴비구이  셀프무쌈말이  마늘쫑무침  포기김치 (김치:국내산) ,1283.0,588.0,2375.0,0.5402105263157895,7.854166666666667,12.9,-0.5,,50.375,,True
2018-04-10,화,2714.0,66.0,256.0,420.0,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 표고버섯죽/쌀밥 (쌀:국내산) 감자국  느타리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 민물새우찌개  소고기장조림  홍어채무침  참나물땅콩무침  알타리김치 (김치:국내산) ,베이컨김치볶음밥 (쌀:국내산) 새우튀김우동  찹쌀순대볶음  부추만두  비트무생채  포기김치 (김치:국내산) ,855.0,522.0,2392.0,0.35744147157190637,13.270833333333334,20.4,6.9,,51.16666666666666,,True
2018-04-11,수,2714.0,23.0,239.0,0.0,0.0,모닝롤/브라우니  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 들깨시래기국  브로컬리초장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  오징어볶음  새싹두부구이  해초무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  레몬탕수육  어묵꽈리고추볶음  양념깻잎지  포기김치 (김치:국내산) ,804.0,540.0,2452.0,0.3278955954323002,12.8125,20.2,3.2,,71.25,,True
2018-04-12,목,2714.0,40.0,268.0,384.0,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 땅콩죽/쌀밥 (쌀:국내산) 두부젓국찌개  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  코다리양념조림  모듬소시지구이  청경채사과무침  포기김치 (김치:국내산) ,후난식볶음밥 (쌀:국내산) 도토리묵냉국  닭강정  고구마치즈구이  오이무침/음료  포기김치 (김치:국내산) ,796.0,535.0,2406.0,0.33083956774729845,19.354166666666668,24.5,15.0,,43.66666666666666,1.0,True
2018-04-13,금,2714.0,164.0,292.0,45.0,0.0,모닝롤/팬케익  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산) 김치두부국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  안동찜닭  해물김치전  부추생채  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  버섯불고기  황태양념구이  치커리유자청무침  포기김치 (김치:국내산) ,652.0,444.0,2258.0,0.2887511071744907,13.7875,20.9,5.1,,37.125,,True
2018-04-16,월,2714.0,84.0,234.0,484.0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 북어계란국  숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  짬뽕불고기  버섯잡채  청포묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  연근땅콩조림  시금치초무침  포기김치 (김치:국내산) ,1195.0,599.0,2396.0,0.49874791318864775,13.354166666666666,19.1,9.1,,42.958333333333336,,True
2018-04-17,화,2714.0,39.0,261.0,413.0,0.0,모닝롤/야채샌드  우유/주스 스크램블에그 고구마죽/쌀밥 (쌀:국내산) 옹심이만두떡국  어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국  훈제오리구이  두부조림  양파절임/쌈무  배추겉절이 (김치:국내산) ,충무김밥 (쌀:국내산) 김치말이국수  오징어무침  미트볼조림  과일샐러드  석박지 (김치:국내산) ,900.0,537.0,2414.0,0.3728251864125932,11.520833333333334,17.8,3.5,,55.41666666666666,,True
2018-04-18,수,2714.0,49.0,268.0,0.0,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 대구찌개  비름나물  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 열무된장국  치킨핑거  궁중떡볶음  오이미역무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기야채볶음  삼치구이  참나물생채  포기김치 (김치:국내산) ,922.0,456.0,2397.0,0.38464747601168126,12.879166666666668,20.4,6.2,,63.208333333333336,,True
2018-04-19,목,2714.0,98.0,288.0,285.0,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 녹두죽/쌀밥 (쌀:국내산) 고추장찌개  마늘쫑새우볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  돈육간장볶음  실곤약초무침  가지나물  포기김치 (김치:국내산) ,참치주먹밥 (쌀:국내산) 로제스파게티  미소장국  돈까스또띠아  무피클/오렌지  포기김치 (김치:국내산) ,846.0,499.0,2328.0,0.3634020618556701,13.3375,21.6,5.4,,60.54166666666666,,True
2018-04-20,금,2714.0,194.0,303.0,42.0,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 호박죽/쌀밥 (쌀:국내산) 오징어국  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  가자미카레튀김  야채계란찜  쫑상추무침  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기무국  닭갈비  옥수수전  미역줄기볶음  포기김치 (김치:국내산) ,605.0,409.0,2217.0,0.2728912945421741,14.195833333333336,24.5,5.1,,58.583333333333336,,True
2018-04-23,월,2714.0,89.0,235.0,440.0,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  류산슬  계란말이  오이도라지무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  해물까스*탈탈소스  머위순나물  포기김치 (김치:국내산) ,1246.0,569.0,2390.0,0.5213389121338912,15.9125,19.8,13.3,,81.625,1.0,True
2018-04-24,화,2714.0,60.0,274.0,360.0,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 야채죽/쌀밥 (쌀:국내산) 들깨버섯국  도토리묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  깐풍기  꽁치김치말이  청경채새송이볶음  포기김치 (김치:국내산) ,하와이안필라프  쌀국수  미니햄버거  감자튀김  청포도  포기김치 (김치:국내산) ,940.0,587.0,2380.0,0.3949579831932773,11.5,14.8,10.9,,90.70833333333331,1.0,True
2018-04-25,수,2714.0,66.0,285.0,0.0,0.0,모닝롤/롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 아욱된장국  감자채피망볶음  포기김치 (김치:국내산) ,비빔밥 (쌀:국내산) 유부장국  오징어튀김  떡밤초  요플레  포기김치 (김치:국내산) ,            ,851.0,0.0,2363.0,0.36013542107490476,12.191666666666668,14.3,10.4,,81.41666666666667,1.0,True
2018-04-26,목,2714.0,69.0,293.0,266.0,0.0,모닝롤/단호박샌드  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 꽃게탕  콩자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  닭매운찜  호박전  쑥갓두부무침  포기김치 (김치:국내산) ,유부초밥  우동  표고버섯탕수육  참치샐러드  음료  포기김치 (김치:국내산) ,761.0,483.0,2352.0,0.32355442176870747,13.929166666666664,21.6,6.2,,51.29166666666666,,True
2018-04-27,금,2714.0,205.0,304.0,40.0,0.0,모닝롤/와플  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 냉이된장국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  삼겹살구이  쫄면무침  상추부추생채  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미떡볶음  두부카프레제  아삭고추무침  포기김치 (김치:국내산) ,674.0,380.0,2205.0,0.3056689342403628,13.745833333333335,24.0,4.2,,62.0,,True
2018-04-30,월,2714.0,646.0,180.0,107.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  애호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  닭데리야끼조림  꽃맛살볶음  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  해물누룽지탕  부추전  김자반볶음  포기김치 (김치:국내산) ,629.0,317.0,1888.0,0.3331567796610169,15.762499999999998,22.8,10.2,,67.95833333333333,,True
